guide,how-to-raise-debt-financing-when-you-don-t-want-to-dilute-equity,"How to raise debt financing when you don't want to dilute equity","Debt Financing — Stop diluting your equity forever | TBC","Equity is expensive capital you pay for with ownership forever. Learn how to raise debt financing when you don't want to dilute equity. TBC, NCR.",P1
guide,how-to-prepare-for-an-investor-due-diligence-process,"How to prepare for an investor due diligence process","Investor Due Diligence — Avoid valuation discounts | TBC","An unprepared founder looks disorganised, and investors price in uncertainty. Learn how to prepare for an investor due diligence process. TBC, NCR.",P2
guide,how-to-negotiate-with-a-strategic-investor-without-losing-control,"How to negotiate with a strategic investor without losing control","Strategic Investors — Protect company independence | TBC","Strategic investors bring real risks like conflicts of interest. Learn how to negotiate with a strategic investor without losing control. TBC, NCR.",P5
guide,how-to-build-a-content-marketing-strategy-that-generates-leads-without-a-big-budget,"How to build a content marketing strategy that generates leads without a big budget","Content Marketing — Answer specific client questions | TBC","Most Indian B2B companies produce content that is too vague to convert. Learn how to build a content marketing strategy that generates leads. TBC, NCR.",P5
guide,how-to-position-your-company-when-you-do-everything-for-everyone,"How to position your company when you do everything for everyone","Company Positioning — Stop serving everyone | TBC","Trying to serve everyone across all industries makes you harder to buy. Learn how to position your company when you do everything for everyone. TBC, NCR.",P6
guide,how-to-use-linkedin-effectively-to-build-business-relationships,"How to use LinkedIn effectively to build business relationships","B2B LinkedIn Strategy — Stop sending generic requests | TBC","Most Indian founders send generic requests that don't generate business. Learn how to use LinkedIn effectively to build business relationships. TBC, NCR.",P6
guide,how-to-build-a-business-that-can-be-sold-in-5-years,"How to build a business that can be sold in 5 years","Business Exit Strategy — Start building for it now | TBC","Founders often wait until it's too late to fix things for an exit. Learn how to build a business that can be sold in 5 years. TBC, NCR.",P2
guide,how-to-plan-succession-if-you-want-to-step-back-from-day-to-day-operations,"How to plan succession if you want to step back from day-to-day operations","Succession Planning — Build a resilient business | TBC","Stepping back requires defining your role to avoid losing connection. Learn how to plan succession to step back from day-to-day operations. TBC, NCR.",P2
guide,how-to-run-a-strategy-review-that-leads-to-actual-decisions,"How to run a strategy review that leads to actual decisions","Strategy Reviews — Make specific actionable decisions | TBC","Strategy is often treated as an event, leading to ignored presentations. Learn how to run a strategy review that leads to actual decisions. TBC, NCR.",P6
guide,how-to-know-when-it-s-time-to-pivot-and-when-to-stay-the-course,"How to know when it's time to pivot and when to stay the course","Business Pivot — Identify genuine signals for change | TBC","Knowing when to change direction is one of the hardest business judgments. Learn how to know when it's time to pivot or stay the course. TBC, NCR.",P7
guide,how-to-enter-an-international-market-from-india,"How to enter an international market from India","International Expansion — Stop replicating India sales | TBC","Companies fail abroad by replicating their India sales motion blindly. Learn how to successfully enter an international market from India. TBC, NCR.",P2
guide,how-to-assess-and-manage-business-risk-as-you-scale,"How to assess and manage business risk as you scale","Business Risk Management — Systematise your risk tracking | TBC","Unmanaged risks that were fine at 15 people become existential at 80. Learn how to assess and manage business risk as you scale. TBC, NCR.",P2
guide,how-to-diversify-revenue-when-your-business-depends-on-one-client-or-product,"How to diversify revenue when your business depends on one client or product","Revenue Diversification — Fix single client dependency | TBC","Revenue concentration is a common strategic vulnerability for Indian SMEs. Learn how to diversify revenue when relying on one client. TBC, NCR.",P5
guide,how-to-build-strategic-partnerships-that-actually-generate-revenue,"How to build strategic partnerships that actually generate revenue","Strategic Partnerships — Define commercial mechanisms | TBC","Most business partnerships in India are celebrated but produce nothing. Learn how to build strategic partnerships that generate revenue. TBC, NCR.",P5
